"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.georgefox.edu/journalonline/winter18/notes/keen.html","text/html","200","OK","Indexable","","Engineering Program Joins Elite Company with KEEN Membership","60","591","","0","0","","0","0","","0","Engineering Program Joins Elite Company with KEEN Membership","60","","0","","0","","0","","","","https://www.georgefox.edu/journalonline/winter18/notes/keen.html","","","","","34140","503","10.854","3","","27","27","0.550","77","68","17","12","","","","","a5572f0d293e046b98b8a5358a345440","0.041","Sat, 02 May 2020 01:58:03 GMT","","","https://www.georgefox.edu/journalonline/winter18/notes/keen.html"
"https://www.georgefox.edu/offices/student-life/housing/current-students/index.html","text/html","200","OK","Indexable","","Current Students | University Housing | George Fox University","61","550","","0","0","","0","0","","0","Current Students","16","","0","Housing Selection Process","25","2021 Timeline","13","","","","https://www.georgefox.edu/offices/student-life/housing/current-students/index.html","","","","","106323","769","5.225","3","","68","64","1.300","65","57","13","12","","","","","1e72e328f0ef1ba5e0f4d38ed72aabaa","0.048","Wed, 07 Oct 2020 23:35:43 GMT","","","https://www.georgefox.edu/offices/student-life/housing/current-students/index.html"
"https://www.georgefox.edu/offices/financial-aid/grad/loans.html","text/html","200","OK","Indexable","","Loans | Graduate Programs | Student Financial Services | George Fox University","78","716","","0","0","","0","0","","0","Loans","5","","0","Unsubsidized Stafford Loan Program","34","PLUS Loans","10","","","","https://www.georgefox.edu/offices/financial-aid/grad/loans.html","","","","","107205","413","3.965","3","","10","7","0.140","78","67","17","16","","","","","d83037f3bd3ada86427d0f6f49910b6e","0.059","Wed, 01 Jul 2020 17:25:43 GMT","","","https://www.georgefox.edu/offices/financial-aid/grad/loans.html"
"https://www.georgefox.edu/college-admissions/visit/amenities/businesses-in-newberg.html","text/html","200","OK","Indexable","","Businesses near the Newberg Campus | Undergraduate Admissions | George Fox University","85","819","","0","0","","0","0","","0","Businesses near the Newberg Campus","34","","0","Restaurants","11","Coffee Shops","12","","","","https://www.georgefox.edu/college-admissions/visit/amenities/businesses-in-newberg.html","","","","","192986","700","3.117","3","","5","3","0.060","75","50","11","11","","","","","f9466cb1ea24f55c3581faf1d5d2ffd","0.078","Fri, 18 Sep 2020 15:30:55 GMT","","","https://www.georgefox.edu/college-admissions/visit/amenities/businesses-in-newberg.html"
"https://www.georgefox.edu/adult-degree/undergrad/general-education.html","text/html","200","OK","Indexable","","General Education | Adult Classes in Portland, Oregon | George Fox University","77","699","","0","0","Complete your general education classes at George Fox University Adult Degree Program","85","570","","0","General Education Classes","25","","0","Helping you complete your G.E. requirements.","44","Format","6","","","","https://www.georgefox.edu/adult-degree/undergrad/general-education.html","","","","","177784","2303","9.118","3","","60","11","0.220","113","56","11","11","","","","","8cefc5c6d1383969528dbcb82e9189ef","0.071","Thu, 08 Oct 2020 22:06:28 GMT","","","https://www.georgefox.edu/adult-degree/undergrad/general-education.html"
"https://www.georgefox.edu/offices/student-accounts/grad/tuition/policies.html","text/html","200","OK","Indexable","","Additional Financial Information | Graduate Programs | Student Financial Services | George Fox University","105","939","","0","0","","0","0","","0","Additional Financial Information - Graduate Programs","52","","0","Schedule of Required Deposits","29","Financial Arrangements","22","","","","https://www.georgefox.edu/offices/student-accounts/grad/tuition/policies.html","","","","","107999","577","4.911","3","","81","32","0.650","75","67","12","12","","","","","47c480e9d51fcc7cf896f26fa7a03ef","0.060","Fri, 15 May 2020 20:15:47 GMT","","","https://www.georgefox.edu/offices/student-accounts/grad/tuition/policies.html"
"https://www.georgefox.edu/offices/registrar/student-resources/transfer-alternative-credits/alternativecredit/ap_equiv.html","text/html","200","OK","Indexable","","Advanced Placement (AP) Equivalencies | George Fox University","61","577","","0","0","","0","0","","0","Advanced Placement (AP) Equivalencies","37","","0","","0","","0","","","","https://www.georgefox.edu/offices/registrar/student-resources/transfer-alternative-credits/alternativecredit/ap_equiv.html","","","","","124948","935","5.578","3","","11","8","0.160","82","74","11","11","","","","","c5ed3f29337adc6822580c3c1f1a033c","0.063","Tue, 21 Jul 2020 19:31:18 GMT","","","https://www.georgefox.edu/offices/registrar/student-resources/transfer-alternative-credits/alternativecredit/ap_equiv.html"
"https://www.georgefox.edu/maps_locations/inter_map/offices/woodward_hs.html","text/html","200","OK","Indexable","","Health and Counseling Center (Woodward House)","45","444","","0","0","","0","0","","0","Health and Counseling Center (Woodward House)","45","","0","","0","","0","","","","https://www.georgefox.edu/maps_locations/inter_map/offices/woodward_hs.html","","","","","132073","57","1.867","3","","56","55","1.120","101","89","11","11","","","","","736a293107f0e9738c144c120a7aa6af","0.033","Sat, 02 May 2020 02:10:28 GMT","","","https://www.georgefox.edu/maps_locations/inter_map/offices/woodward_hs.html"
"https://www.georgefox.edu/maps_locations/inter_map/campus-facilities/tower.html","text/html","200","OK","Indexable","","Centennial Clock Tower | Campus Map | George Fox University","59","562","","0","0","","0","0","","0","Centennial Clock Tower","22","","0","","0","","0","","","","https://www.georgefox.edu/maps_locations/inter_map/campus-facilities/tower.html","","","","","134942","103","2.008","3","","56","55","1.120","100","89","12","12","","","","","5126655d3819454d8c827ff6ced6fe36","0.062","Sat, 02 May 2020 02:09:51 GMT","","","https://www.georgefox.edu/maps_locations/inter_map/campus-facilities/tower.html"
"https://www.georgefox.edu/journalonline/winter18/alumni/kimberly-moreland.html","text/html","200","OK","Indexable","","Moreland Pursues Passion to Preserve Local African-American History - Winter 2018 - George Fox Journal","102","950","","0","0","","0","0","","0","Moreland Pursues Passion to Preserve Local African-American History","67","","0","","0","","0","","","","https://www.georgefox.edu/journalonline/winter18/alumni/kimberly-moreland.html","","","","","36443","772","14.883","3","","29","27","0.550","77","68","17","12","","","","","210fecd8ccc401d83454e1e7cd207ae","0.041","Sat, 02 May 2020 01:58:13 GMT","","","https://www.georgefox.edu/journalonline/winter18/alumni/kimberly-moreland.html"
"https://www.georgefox.edu/offices/idea-center/academic/course-plan/2020-21/computer-science.html","text/html","200","OK","Non-Indexable","noindex","Computer Science Course Plan - 2020-2021 | George Fox University","64","609","","0","0","","0","0","","0","Computer Science General Course Plan","36","Catalog Year 2020-2021","22","","0","","0","","noindex","","https://www.georgefox.edu/offices/idea-center/academic/course-plan/2020-21/computer-science.html","","","","","115037","395","3.331","3","","5","4","0.080","61","54","11","11","","","","","c944415bff907e3dc3daaac5aef920f9","0.071","Tue, 01 Sep 2020 21:48:41 GMT","","","https://www.georgefox.edu/offices/idea-center/academic/course-plan/2020-21/computer-science.html"
"https://www.georgefox.edu/offices/student-accounts/veterans/yellow-ribbon-program.html","text/html","200","OK","Indexable","","Yellow Ribbon | Veterans | Student Financial Services | George Fox University","77","690","","0","0","","0","0","","0","Yellow Ribbon Program","21","","0","","0","","0","","","","https://www.georgefox.edu/offices/student-accounts/veterans/yellow-ribbon-program.html","","","","","101753","193","2.552","3","","9","8","0.160","70","63","12","12","","","","","6fcec87018fa9c8d477d553ee8f8f9a7","0.056","Fri, 31 Jul 2020 22:21:39 GMT","","","https://www.georgefox.edu/offices/student-accounts/veterans/yellow-ribbon-program.html"
"https://www.georgefox.edu/offices/financial-aid/prospective-undergrad/grants.html","text/html","200","OK","Indexable","","Scholarships for Prospective Undergraduates | George Fox University","67","618","","0","0","","0","0","","0","Grants & Scholarships","21","","0","Federal and State Grant Programs","32","University Scholarships and Grants","34","","","","https://www.georgefox.edu/offices/financial-aid/prospective-undergrad/grants.html","","","","","108907","587","4.793","3","","7","6","0.120","79","65","15","15","","","","","cfd7ff450c7383176a0e2503d2d41085","0.055","Mon, 07 Sep 2020 16:25:49 GMT","","","https://www.georgefox.edu/offices/financial-aid/prospective-undergrad/grants.html"
"https://www.georgefox.edu/library/find-borrow/borrow/ill-info.html","text/html","200","OK","Indexable","","Interlibrary Loan | George Fox University Library","49","428","","0","0","","0","0","","0","Interlibrary Loan (ILL) Service","31","","0","Contact ILL","11","","0","","","","https://www.georgefox.edu/library/find-borrow/borrow/ill-info.html","","","","","164306","943","4.141","3","","31","15","0.310","148","92","40","35","","","","","30378dcca58b496ed613cf01c48884d9","0.032","Tue, 22 Sep 2020 17:14:11 GMT","","","https://www.georgefox.edu/library/find-borrow/borrow/ill-info.html"
"https://www.georgefox.edu/journalonline/fall15/notes/construction.html","text/html","200","OK","Indexable","","Construction Roundup - Fall 2015 George Fox Journal","51","481","","0","0","","0","0","","0","Construction Roundup","20","","0","","0","","0","","","","https://www.georgefox.edu/journalonline/fall15/notes/construction.html","","","","","33820","594","12.076","3","","24","21","0.430","72","64","19","14","","","","","a7601e0824c52265635e11cf1b6ec4f5","0.026","Sat, 02 May 2020 01:50:53 GMT","","","https://www.georgefox.edu/journalonline/fall15/notes/construction.html"
"https://www.georgefox.edu/oregon-writing-project/index.html","text/html","200","OK","Indexable","","Oregon Writing Project Collaborative (OWPC) | George Fox University","67","622","","0","0","","0","0","","0","Oregon Writing Project Collaborative","36","","0","Upcoming Events","15","","0","","","","https://www.georgefox.edu/oregon-writing-project/index.html","","","","","101691","425","3.693","3","","68","24","0.490","63","52","16","16","","","","","a103488d4e5d27f4f32d2cf993f582e5","0.048","Sat, 02 May 2020 02:28:13 GMT","","","https://www.georgefox.edu/oregon-writing-project/index.html"
"https://www.georgefox.edu/journalonline/summer17/notes/news-bits.html","text/html","200","OK","Indexable","","News Bits - Summer 2017 George Fox Journal","42","416","","0","0","","0","0","","0","News Bits","9","","0","In Print","8","","0","","","","https://www.georgefox.edu/journalonline/summer17/notes/news-bits.html","","","","","40304","778","14.204","3","","33","33","0.670","83","74","17","12","","","","","e25c2f5d844358208df2a5050b5ae974","0.035","Sat, 02 May 2020 01:52:44 GMT","","","https://www.georgefox.edu/journalonline/summer17/notes/news-bits.html"
"https://www.georgefox.edu/offices/it/media-production/requestforms_service_desk.html","text/html","200","OK","Indexable","","Request Form | Institutional Technology | George Fox University","63","569","","0","0","","0","0","","0","Service Desk Request Form","25","","0","","0","","0","","","","https://www.georgefox.edu/offices/it/media-production/requestforms_service_desk.html","","","","","104516","124","1.979","3","","5","5","0.100","65","59","11","11","","","","","372cf2e6991e6f8d88a755f2b917e1d","0.055","Sat, 02 May 2020 02:21:09 GMT","","","https://www.georgefox.edu/offices/it/media-production/requestforms_service_desk.html"
"https://www.georgefox.edu/library/about/policies/distance/dcesalem.html","text/html","200","OK","Indexable","","Salem Area Libraries - George Fox University","44","404","","0","0","","0","0","","0","","0","","0","","0","","0","","","","https://www.georgefox.edu/library/about/policies/distance/dcesalem.html","","","","","167394","579","2.799","3","","8","3","0.060","161","105","38","37","","","","","9ef21541eeacc7e9f6de2a47ed938afd","0.059","Tue, 22 Sep 2020 17:13:16 GMT","","","https://www.georgefox.edu/library/about/policies/distance/dcesalem.html"
"https://www.georgefox.edu/academics/undergrad/departments/comm_arts/CMCO/student_work.html","text/html","200","OK","Indexable","","Student Work | Cinematic Arts | Christian College in Oregon | George Fox University","83","746","","0","0","","0","0","","0","Student Work","12","","0","","0","","0","","","","https://www.georgefox.edu/academics/undergrad/departments/comm_arts/CMCO/student_work.html","","","","","100154","189","1.873","3","","10","9","0.180","55","47","11","11","","","","","acc4291b1781116c5686414bced4811","0.077","Mon, 06 Jul 2020 15:58:01 GMT","","","https://www.georgefox.edu/academics/undergrad/departments/comm_arts/CMCO/student_work.html"
"https://www.georgefox.edu/journalonline/fall15/alumni/thrift-store.html","text/html","200","OK","Indexable","","Yeehaw Aloha: Successful Thrift Store Fuels Youth Center Dream","62","585","","0","0","","0","0","","0","Successful Thrift Store Fuels Youth Center Dream","48","","0","","0","","0","","","","https://www.georgefox.edu/journalonline/fall15/alumni/thrift-store.html","","","","","33829","695","13.914","3","","23","21","0.430","71","63","17","12","","","","","5ff44f76205439b09ae360f8cdd7ef40","0.042","Sat, 02 May 2020 01:50:56 GMT","","","https://www.georgefox.edu/journalonline/fall15/alumni/thrift-store.html"
"https://www.georgefox.edu/offices/financial-aid/current-undergrad/grants.html","text/html","200","OK","Indexable","","Scholarships for Current Undergraduates | George Fox University","63","581","","0","0","","0","0","","0","Grants & Scholarships","21","","0","Federal and State Grant Programs","32","University Scholarships and Grants","34","","","","https://www.georgefox.edu/offices/financial-aid/current-undergrad/grants.html","","","","","110660","748","5.747","3","","8","7","0.140","79","64","15","15","","","","","b219dd04680be60e7b44077075d20503","0.037","Tue, 29 Sep 2020 21:30:40 GMT","","","https://www.georgefox.edu/offices/financial-aid/current-undergrad/grants.html"
"https://www.georgefox.edu/academics/undergrad/departments/comm_arts/CMCO/film_fest.html","text/html","200","OK","Indexable","","Fox Film Festival | George Fox University","41","366","","0","0","","0","0","","0","Fox Film Festival","17","","0","","0","","0","","","","https://www.georgefox.edu/academics/undergrad/departments/comm_arts/CMCO/film_fest.html","","","","","98198","91","1.680","3","","11","10","0.200","55","47","11","11","","","","","bf2d07b80d621f30e95f4d09a09c2db0","0.051","Mon, 06 Jul 2020 15:58:03 GMT","","","https://www.georgefox.edu/academics/undergrad/departments/comm_arts/CMCO/film_fest.html"
"https://www.georgefox.edu/student-center/services/intramurals.html","text/html","200","OK","Indexable","","Intramurals | Hadlock Student Center | George Fox University","60","546","","0","0","","0","0","","0","INTRAMURALS","11","","0","Eligibility","11","Intramurals Policies","20","","","","https://www.georgefox.edu/student-center/services/intramurals.html","","","","","112276","581","4.206","3","","53","50","1.020","59","53","12","12","","","","","2f590e38125faf4845089687c00cc12c","0.028","Sat, 02 May 2020 03:05:27 GMT","","","https://www.georgefox.edu/student-center/services/intramurals.html"
"https://www.georgefox.edu/seminary/programs/dmin/admission-requirements.html","text/html","200","OK","Indexable","","Admission Requirements | DMin | Portland Seminary","49","465","","0","0","The Doctor of Ministry (DMin) program requires an MDiv and three years ministry experience. MDiv equivalency options available. ","128","821","","0","Admission Requirements","22","","0","Program Tracks","14","","0","","","","https://www.georgefox.edu/seminary/programs/dmin/admission-requirements.html","","","","","42890","613","11.695","3","","24","24","0.490","68","53","18","18","","","","","7c6bbfd331e02242e9a1001852e6335e","0.053","Sat, 02 May 2020 02:50:30 GMT","","","https://www.georgefox.edu/seminary/programs/dmin/admission-requirements.html"
"https://www.georgefox.edu/offices/student-accounts/current-undergrad/index.html","text/html","200","OK","Indexable","","Current Traditional Undergraduates - George Fox University","58","532","","0","0","","0","0","","0","Current Traditional Undergraduates","34","","0","","0","","0","","","","https://www.georgefox.edu/offices/student-accounts/current-undergrad/index.html","","","","","100334","29","1.473","3","","82","79","1.610","70","58","11","11","","","","","9e90e6e2adbcb5d33e756cb378bb3696","0.043","Fri, 15 May 2020 20:15:40 GMT","","","https://www.georgefox.edu/offices/student-accounts/current-undergrad/index.html"
"https://www.georgefox.edu/journalonline/winter16/alumni/brandt.html","text/html","200","OK","Indexable","","Memorable Moment: Brandt Begins Serve Day Tradition","51","498","","0","0","","0","0","","0","Memorable Moment: Brandt Begins Serve Day Tradition","51","","0","","0","","0","","","","https://www.georgefox.edu/journalonline/winter16/alumni/brandt.html","","","","","35022","665","12.826","3","","28","26","0.530","78","69","17","12","","","","","d5ba92cd6a3d973fc0cf2af7926bca69","0.040","Sat, 02 May 2020 01:54:54 GMT","","","https://www.georgefox.edu/journalonline/winter16/alumni/brandt.html"
"https://www.georgefox.edu/journalonline/summer19/notes/news-bits.html","text/html","200","OK","Indexable","","In Print - Summer 19 | George Fox Journal","41","381","","0","0","","0","0","","0","In Print","8","","0","","0","","0","","","","https://www.georgefox.edu/journalonline/summer19/notes/news-bits.html","","","","","43391","983","15.781","3","","36","36","0.730","85","76","17","12","","","","","4798c12f95d07890505961cc8fef5b0c","0.035","Sat, 02 May 2020 01:53:07 GMT","","","https://www.georgefox.edu/journalonline/summer19/notes/news-bits.html"
"https://www.georgefox.edu/journalonline/spring05/point_view.html","text/html","200","OK","Indexable","","Tom Head | Spring 2005 Journal | George Fox University","54","504","","0","0","","0","0","","0","Point of View","13","","0","","0","","0","","","","https://www.georgefox.edu/journalonline/spring05/point_view.html","","","","","10539","809","48.211","3","","57","24","0.490","23","15","1","1","","","","","bbafacda9c723a2f9194bc3a724085e","0.053","Sat, 02 May 2020 01:50:33 GMT","","","https://www.georgefox.edu/journalonline/spring05/point_view.html"
"https://www.georgefox.edu/nursing/mission/index.html","text/html","200","OK","Indexable","","Mission & Philosophy | Nursing | George Fox University","54","489","","0","0","","0","0","","0","Mission & Goals","15","","0","Mission Statement","17","Values","6","","","","https://www.georgefox.edu/nursing/mission/index.html","","","","","99029","207","2.295","3","","36","34","0.690","55","47","11","11","","","","","9223bbd50b7cceca8af96689be4f152","0.035","Thu, 08 Oct 2020 22:15:39 GMT","","","https://www.georgefox.edu/nursing/mission/index.html"
"https://www.georgefox.edu/serveday/Church_Involvement.html","text/html","200","OK","Indexable","","Church Involvement | Serve Day | George Fox University","54","504","","0","0","","0","0","","0","Church Involvement","18","","0","Host a Service Project","22","Join the Church Connection Fair","31","","","","https://www.georgefox.edu/serveday/Church_Involvement.html","","","","","98017","172","2.149","3","","12","11","0.220","57","49","15","15","","","","","e94477aa8e69fdebaefb07d055ef78a8","0.035","Sat, 02 May 2020 03:00:38 GMT","","","https://www.georgefox.edu/serveday/Church_Involvement.html"
"https://www.georgefox.edu/library/find-borrow/borrow/tech-circ.html","text/html","200","OK","Indexable","","Technology for Checkout | George Fox University Library","55","505","","0","0","","0","0","","0","Technology Available for Checkout","33","","0","Policies","8","Available Items","15","","","","https://www.georgefox.edu/library/find-borrow/borrow/tech-circ.html","","","","","162165","501","2.469","3","","16","8","0.160","148","92","34","33","","","","","a47eb486cabc96e68e4a1d809b709d73","0.050","Tue, 22 Sep 2020 17:14:06 GMT","","","https://www.georgefox.edu/library/find-borrow/borrow/tech-circ.html"
"https://www.georgefox.edu/offices/dso/policies.html","text/html","200","OK","Indexable","","Determining Reasonable Accommodations | Disability Services | George Fox University","83","770","","0","0","","0","0","","0","Determining Reasonable Accommodations","37","","0","","0","","0","","","","https://www.georgefox.edu/offices/dso/policies.html","","","","","100734","524","4.754","3","","34","33","0.670","59","51","11","11","","","","","a68e175253528fe3fad7cb622ac0c4ef","0.043","Mon, 05 Oct 2020 17:09:56 GMT","","","https://www.georgefox.edu/offices/dso/policies.html"
"https://www.georgefox.edu/catalog/archives/index.html","text/html","200","OK","Indexable","","Catalog Archives | George Fox University","40","366","","0","0","","0","0","","0","Catalog Archives","16","","0","Current Archives - The catalog in its entirety consists of the following four components","88","2006-07 and Prior","17","","","","https://www.georgefox.edu/catalog/archives/index.html","","","","","99655","142","2.024","3","","4","2","0.040","126","120","14","13","","","","","2d9fe721a559ec1f53d03ff8e5a89b73","0.055","Tue, 22 Sep 2020 19:44:55 GMT","","","https://www.georgefox.edu/catalog/archives/index.html"
"https://www.georgefox.edu/offices/student-accounts/current-undergrad/tuition/enrollment-deposit.html","text/html","200","OK","Indexable","","Enrollment Deposit | Current Undergraduates | George Fox University","67","617","","0","0","","0","0","","0","Enrollment Deposit - Current Undergraduates","43","","0","","0","","0","","","","https://www.georgefox.edu/offices/student-accounts/current-undergrad/tuition/enrollment-deposit.html","","","","","104582","290","3.096","3","","14","9","0.180","71","64","14","13","","","","","1d4bd9161866e76be8d0fbb210e3aa2d","0.046","Wed, 03 Jun 2020 15:42:33 GMT","","","https://www.georgefox.edu/offices/student-accounts/current-undergrad/tuition/enrollment-deposit.html"
"https://www.georgefox.edu/education/about/teachers%20of%20the%20year.html","text/html","200","OK","Indexable","","Teachers of the Year | School of Education| George Fox University","65","592","","0","0","George Fox University graduates who were honored as recipients of Teachers of the Year ","87","570","","0","Teachers of the Year","20","","0","","0","","0","","","","https://www.georgefox.edu/education/about/teachers%20of%20the%20year.html","","","","","107127","289","3.164","3","","6","5","0.100","65","54","11","11","","","","","bd3ee1a96a8a385b7b711ff65445903c","0.052","Sat, 02 May 2020 01:30:42 GMT","","","https://www.georgefox.edu/education/about/teachers%20of%20the%20year.html"
"https://www.georgefox.edu/offices/student-life/housing/living-areas/residence-halls/index.html","text/html","200","OK","Indexable","","Residence Halls | University Housing | George Fox University","60","540","","0","0","","0","0","","0","Residence Halls","15","","0","Beebe Suites","12","Brandt Hall","11","","","","https://www.georgefox.edu/offices/student-life/housing/living-areas/residence-halls/index.html","","","","","107441","39","1.523","3","","99","97","1.970","89","70","12","12","","","","","c2a8e60c3ccf0e9c06df6ab216fbe177","0.036","Wed, 07 Oct 2020 23:35:49 GMT","","","https://www.georgefox.edu/offices/student-life/housing/living-areas/residence-halls/index.html"
"https://www.georgefox.edu/academics/undergrad/departments/history/program-offerings/index.html","text/html","200","OK","Indexable","","History Department Program Offerings | George Fox University","60","560","","0","0","","0","0","","0","","0","","0","","0","","0","","","","https://www.georgefox.edu/academics/undergrad/departments/history/program-offerings/index.html","","","","","100465","36","1.419","3","","21","20","0.410","68","53","11","11","","","","","bd9f214fca9fd62905b38ba91e648e48","0.029","Sat, 02 May 2020 00:39:19 GMT","","","https://www.georgefox.edu/academics/undergrad/departments/history/program-offerings/index.html"
"https://www.georgefox.edu/offices/security/bike_registration.html","text/html","200","OK","Indexable","","Bicycle Registration Policies - George Fox University","53","465","","0","0","","0","0","","0","Bicycle Registration Policies","29","","0","Why We Do This","14","Parking of Bicycles","19","","","","https://www.georgefox.edu/offices/security/bike_registration.html","","","","","102567","827","6.138","3","","33","32","0.650","63","55","12","12","","","","","c9a93f7fff1b1948b4d5ec17df844e2","0.058","Fri, 14 Aug 2020 23:21:55 GMT","","","https://www.georgefox.edu/offices/security/bike_registration.html"
"https://www.georgefox.edu/center-for-study-abroad/semester-abroad/index.html","text/html","200","OK","Indexable","","Semester Abroad Programs | George Fox University","48","465","","0","0","","0","0","","0","Semester Abroad Programs","24","","0","","0","","0","","","","https://www.georgefox.edu/center-for-study-abroad/semester-abroad/index.html","","","","","121969","1074","6.775","3","","296","188","3.820","73","60","22","20","","","","","cb6761735e3697c532c9482e6fba51d4","0.038","Tue, 29 Sep 2020 20:48:15 GMT","","","https://www.georgefox.edu/center-for-study-abroad/semester-abroad/index.html"
"https://www.georgefox.edu/academics/richter/funds.html","text/html","200","OK","Indexable","","Accessing Funds - George Fox University","39","369","","0","0","","0","0","","0","Accessing Funds","15","","0","Reimbursement of Approved Grant Expenses","40","Approved Grant Stipends","23","","","","https://www.georgefox.edu/academics/richter/funds.html","","","","","97665","462","3.824","3","","5","2","0.040","53","43","11","11","","","","","23045d1f4d6ae93f4cf9557bac0fa89","0.053","Sat, 02 May 2020 00:33:57 GMT","","","https://www.georgefox.edu/academics/richter/funds.html"
"https://www.georgefox.edu/dev/contact/profile/christian-gene.html","text/html","200","OK","Indexable","","Gene Christian | George Fox University","38","349","","0","0","","0","0","","0","Gene Christian","14","","0","","0","","0","","","","https://www.georgefox.edu/dev/contact/profile/christian-gene.html","","","","","100392","124","1.592","3","","3","2","0.040","59","44","13","12","","","","","de41ba35a6206e1c813e32b94b1f2483","0.069","Wed, 01 Jul 2020 21:32:16 GMT","","","https://www.georgefox.edu/dev/contact/profile/christian-gene.html"
"https://www.georgefox.edu/offices/student-accounts/policies/index.html","text/html","200","OK","Indexable","","Policies | Student Financial Services | George Fox University","61","535","","0","0","","0","0","","0","Policies","8","","0","","0","","0","","","","https://www.georgefox.edu/offices/student-accounts/policies/index.html","","","","","100823","53","1.733","3","","81","79","1.610","75","62","11","11","","","","","9784679ffba257bcc1d92574807304f6","0.065","Fri, 15 May 2020 20:16:12 GMT","","","https://www.georgefox.edu/offices/student-accounts/policies/index.html"
"https://www.georgefox.edu/alumni/programs/children_of_alumni/index.html","text/html","200","OK","Indexable","","Children of Alumni","18","162","","0","0","","0","0","","0","Children of Alumni","18","","0","Connect with Us","15","","0","","","","https://www.georgefox.edu/alumni/programs/children_of_alumni/index.html","","","","","103843","318","2.709","3","","3","3","0.060","57","49","18","15","","","","","8be6d9409a7da8f2ff40f46fa0545c5d","0.073","Fri, 17 Jul 2020 16:52:58 GMT","","","https://www.georgefox.edu/alumni/programs/children_of_alumni/index.html"
"https://www.georgefox.edu/offices/student-accounts/former/index.html","text/html","200","OK","Indexable","","Former Students | Student Financial Services | George Fox University","68","618","","0","0","","0","0","","0","Former Students","15","","0","","0","","0","","","","https://www.georgefox.edu/offices/student-accounts/former/index.html","","","","","101278","301","3.304","3","","83","79","1.610","63","56","11","11","","","","","54540b61fb5a13754af9fa9a95e24ab2","0.049","Fri, 15 May 2020 20:15:41 GMT","","","https://www.georgefox.edu/offices/student-accounts/former/index.html"
"https://www.georgefox.edu/seminary/admission/visiting.html","text/html","200","OK","Indexable","","Visit Us | Portland Seminary","28","248","","0","0","","0","0","","0","Visit Us","8","","0","Arrange your seminary visit:","28","Map and Directions","18","","","","https://www.georgefox.edu/seminary/admission/visiting.html","","","","","42823","580","10.847","3","","7","6","0.120","64","50","22","22","","","","","19c79e26197930f79f7970fdf06468c7","0.044","Sat, 02 May 2020 02:47:57 GMT","","","https://www.georgefox.edu/seminary/admission/visiting.html"
"https://www.georgefox.edu/offices/student-accounts/adp/index.html","text/html","200","OK","Indexable","","Adult Degree Programs | Student Financial Services | George Fox University","74","677","","0","0","","0","0","","0","Adult Degree Programs","21","","0","","0","","0","","","","https://www.georgefox.edu/offices/student-accounts/adp/index.html","","","","","100031","19","1.370","3","","82","79","1.610","68","57","11","11","","","","","1762d92d8f82be9ffb971d501ff02b16","0.056","Fri, 15 May 2020 20:15:45 GMT","","","https://www.georgefox.edu/offices/student-accounts/adp/index.html"
"https://www.georgefox.edu/seminary/programs/specializations/index.html","text/html","200","OK","Indexable","","Specializations | Portland Seminary","35","312","","0","0","","0","0","","0","Specializations","15","","0","Biblical Studies","16","Chaplaincy","10","","","","https://www.georgefox.edu/seminary/programs/specializations/index.html","","","","","45375","587","11.572","3","","12","11","0.220","99","59","15","15","","","","","74f624559364956a7cd72293ad86e3c6","0.049","Sat, 02 May 2020 02:49:49 GMT","","","https://www.georgefox.edu/seminary/programs/specializations/index.html"
"https://www.georgefox.edu/library/study-learn/how-to/screenwebsite.html","text/html","200","OK","Indexable","","How do I...Screen a Website - George Fox University","51","473","","0","0","","0","0","","0","How do I screen a website for academic use? ","44","","0","FORM---Look at the appearance of the site","41","SOURCE---Look at the person or group behind the site.","53","","","","https://www.georgefox.edu/library/study-learn/how-to/screenwebsite.html","","","","","164549","616","3.027","3","","7","2","0.040","150","94","38","37","","","","","ed2ae2a547765b4bf21bb3eb9fddbd9","0.064","Tue, 22 Sep 2020 17:15:20 GMT","","","https://www.georgefox.edu/library/study-learn/how-to/screenwebsite.html"
"https://www.georgefox.edu/journalonline/summer16/notes/safety.html","text/html","200","OK","Indexable","","George Fox, Newberg Ranked Highly for Safety - Summer 2016 George Fox Journal","77","752","","0","0","","0","0","","0","George Fox, Newberg Ranked Highly for Safety","44","","0","","0","","0","","","","https://www.georgefox.edu/journalonline/summer16/notes/safety.html","","","","","32033","407","9.574","3","","21","21","0.430","71","62","17","12","","","","","3b809eef52ffe6675e63e48429d2b568","0.045","Sat, 02 May 2020 01:56:27 GMT","","","https://www.georgefox.edu/journalonline/summer16/notes/safety.html"
